date,views,likes,comments
2026-06-27T23:12:38Z,14943,855,41
2026-06-28T08:57:30Z,14952,855,41
2026-06-29T11:07:10Z,14966,855,41
2026-06-30T09:43:11Z,14969,855,41
2026-07-01T09:54:58Z,14982,855,41
2026-07-02T09:17:57Z,14993,856,41
2026-07-03T09:23:56Z,15004,856,41
2026-07-04T08:41:57Z,15015,856,41
2026-07-05T08:56:58Z,15025,856,41
2026-07-06T10:43:30Z,15040,856,41
2026-07-07T09:48:19Z,15057,857,41
2026-07-08T08:34:07Z,15065,857,41
2026-07-09T09:46:01Z,15084,857,41
2026-07-10T09:41:06Z,15091,857,41
2026-07-11T08:01:03Z,15106,857,41
